-118.597,37.244,Bishop Park,NF,760.873.2500/760.873.2400,mid may-mid sep, ,22,8343,NH ND 30ft FT DW NS NR ,CA,13.8,SW,Bishop,,
-118.558,37.287,Bitterbrush,NF,760.873.2500/760.873.2400, , ,30,7713,NH ND VT DW NS NR ,CA,10.4,SW,Bishop,,
-121.712,40.184,Black Rock,NF,530.258.2141/530.257.2151, , ,5,2172,PT NW NR ,CA,,,,,
-119.026,36.921,Black Rock - Trimmer, , , , , ,4314,NH ND VT DW NS L$ ,CA,20.4,SE,Shaver Lake,,
-116.388,34.076,Black Rock Canyon - Joshua Tree National Park,NP,760.367.5500, , ,100,3980,NH DP 35ft FT DW NS RS PA ,CA,3.6,SE,Yucca Valley,,
-121.01,39.73,Black Rock Tent(Family ),NF,530.534.6500/530.283.2050,mid may-mid oct, ,20,5108,NH DP 22ft VT DW NS NR ,CA,3.6,NW,La Porte,,
-121.57,41.557,Blanche Lake,NF,530.667.2246/530.233.5811,mid jul-mid oct, ,6,6811,NH ND VT NW NS NR N$ ,CA,,,,,
-119.811,38.524,Bloomfield 2,NF,209.795.1381/209.533.3671, , ,20,7999,NH ND VT DW SH NR L$ ,CA,34.6,NE,Arnold,,
-119.824,38.538,Bloomfield I,NF,209.795.1381/209.533.3671, , ,20,7884,NH ND VT DW SH NR ,CA,34.6,NE,Arnold,,
-117.45,33.653,Blue Jay,NF,909.736.1811/626.574.1613, , ,50,3376,NH ND 20ft VT DW NS NR ,CA,7.1,W,Lake Elsinore,,
-120.28,41.143,Blue Lake,NF,530.279.6116/530.233.5811,mid may-mid oct, ,48,6175,NH ND 32ft VT DW NS NR L$ ,CA,13.1,SE,Likely,,
-120.463,37.664,Blue Oaks, , , , ,172, ,FT DW ,CA,29.3,E,Modesto,,
-122.509,39.07,Blue Oaks,BLM, , ,unknown facil,6,1768,NH ND VT NW NS NR N$ ,CA,20.1,W,Williams,,
-120.433,37.705,Blue Oaks - Don Pedro Rec Area,CP, , , , , ,WE DP DW SH ,CA,3.3,NE,La Grange,,
-118.758,34.53,Blue Point, , , , , , ,,CA,8,W,Castaic,,
-117.688,34.36,Blue Ridge,NF,661.296.9710/626.574.1613,mid may-mid oct, ,8,7943,NH ND 20ft VT NW NS NR L$ ,CA,3.1,W,Wrightwood,,
-117.562,33.374,Bluffs - San Onofre State Beach,SB, ,all year, ,16, ,NH DP 35ft FT DW SH RS ,CA,4.6,SE,San Clemente,,
-120.234,38.301,Boards Crossing,NF,209.795.1381/209.533.3671, , ,10,3999,NH ND VT NW NS NR ,CA,,,,,
-116.556,32.713,Bobcat Meadow,NF,619.445.6235/626.574.1613, , ,20,3796,NH ND 27ft VT NW NS NR L$ ,CA,7.7,S ,Pine Valley,,
-120.104,39.395,Boca,NF,530.587.3558/530.265.4531,mid may-late sep, ,20,5633,NH ND 35ft VT DW NS RS ,CA,6.3,NE,Truckee,,
-120.086,39.42,Boca Rest,NF,530.587.3558/530.265.4531,mid may-late sep, ,29,5627,NH ND 35ft VT NW NS RS ,CA,8.2,NE,Truckee,,
-120.075,39.429,Boca Springs,NF,530.587.3558/530.265.4531,mid may-late sep, ,30,5945,NH ND NS RS ,CA,9.1,NE,Truckee,,
-123.054,38.341,Bodega Dunes - Sonoma Coast State Park,SP,707.875.3483,all year, ,98, ,NH DP 31ft FT DW SH RS ,CA,0.6,NW,Bodega Bay,,
-121.098,40.575,Bogard,NF,530.257.4188/530.257.2151, , ,11,5705,NH ND 28ft VT DW NS NR ,CA,25.9,NW,Susanville,,
-116.953,33.982,Bogart Park,CP,951.955.4310, , ,26,3186,NH FT DW ,CA,1.5,NE,Cherry Valley,,
-117.794,34.086,Bohelli Regional Park,CP,909.599.8411, , , , ,E DP DW SH ,CA,1.6,SE,San Dimas,,
-123.658,40.945,Boise Creek,NF,530.629.2118/707.442.1721,mid may-mid oct, ,17, ,NH ND 35ft VT DW NS RS ,CA,1.4,W,Willow Creek,,
-118.044,33.692,Bolsa Chica State Beach,SB, ,all year, ,57, ,E DP 40ft FT DW SH RS ,CA,3.4,NW,Huntington Beach,,
-115.739,33.351,Bombay Beach  - Salton Sea State Rec Area,SRA,760.393.3052,early jun-late dec,closed indef. due to budget, , ,DW RS ,CA,14.8,NW,Niland,,
-119.452,38.424,Bootleg,NF,760.932.7070/775.331.6444, , ,63,7028,NH ND 45ft FT DW NS NR ,CA,10.3,S ,Coleville,,
-116.406,33.269,Borrego Palm Canyon  - Anza Borrego Desert State Park,SP,760.767.4205, , ,117, ,WES 35ft FT DW RS ,CA,2,NW,Borrego Springs,,
-122.535,38.546,Bothe - Napa Valley State Park,SP,707.942.4575,all year, , , ,NH 31ft FT DW SH RS ,CA,3.3,SE,Calistoga,,
-121.813,36.354,Bottchers Gap,NF,831.385.5434/805.961.5778, , ,11,1978,NH ND VT DW NS NR L$ ,CA,15.2,SE,Carmel,,
-119.169,37.93,Boulder,NF,760.647.3045/760.873.2400, , ,10,7428,30ft NW NR ,CA,3.3,SW,Lee Vining,,
-116.756,33.826,Boulder Basin,NF,909.382.2922/909.382.2600,early jun-late aug,No RVs,34,7493,NH ND 16ft VT DW NS RS PA L$ ,CA,6,N ,Idyllwild,,
-120.618,40.195,Boulder Creek,NF,530.283.0555/530.283.2050,early jun-late aug, ,70,5085,NH ND 40ft VT DW NS RS PA ,CA,14.3,NE,Taylorsville,,
-119.861,38.355,Boulder Flat,NF,209.965.3434/209.533.3671, , ,20,5656,NH ND 22ft VT DW NS NR ,CA,32.9,NE, Mi-Wuk,,
-118.469,35.673,Boulder Gulch,NF,760.379.5646/559.784.1500,mid may-mid sep, ,78,2615,NH ND 45ft FT DW SH RS ,CA,3.8,N,Lake Isabella,,
-116.483,32.729,Boulder Oaks,NF,619.445.6235/626.574.1613, , ,30,3192,NH ND 27ft VT DW NS RS ,CA,6.9,SE,Pine Valley,,
-116.225,32.842,Bow Willow - Anza Borrego State Park,SP,760.767.5311, ,dispersed,16, ,NH ND FT DW NS NR ,CA,26.7,S ,Borrego Spring,,
-115.977,33.587,Box Canyon Dispersed,BLM,760.833.7100, ,interesting desert area - flash floods - no facilities - dispersed, , ,NH ND NT NW NS NR N$ ,CA,5.9,E,Mecca,,
-123.394,40.314,Boy Scout Cove - Ruth Lake,CP,707.574.6196, , , ,2670,NH ND NS ,CA,11.1,SE,Mad River,,
-120.089,39.438,Boyington Mill,NF,530.587.3558/530.265.4531,mid may-late sep, ,13,5656,NH ND 35ft VT NW NS RS ,CA,9.1,NE,Truckee,,
-117.923,34.823,Branch Park - Edwards AFB,MIL,661.275.2267,all year,Tent only - few tables - no designated sites - by pond, , ,NH NW NR ,CA,20,NE,Lancaster,,
-122.576,40.618,Brandy Creek RV,NP,530.242.3412,all year,self-contained only,2, ,NH DP 35ft NT DW SH NR L$ ,CA,9.9,W,Redding,,
-121.694,38.111,Brannan Island State Rec Area,SRA,916.777.6671,all year, ,127, ,E DP 36ft FT DW SH RS ,CA,3.1,S ,Rio Vista,,
-118.584,35.469,Breckenridge,NF,760.379.5646/559.784.1500, ,No RVs,8,6752,NH ND VT NW NS NR ,CA,12.5,N,Caliente,,
-119.241,37.038,Bretz,NF,559.855.5355/559.297.0706, , ,12,3333,NH ND VT DW NS NR ,CA,6.2,SE,Shaver Lake,,
-119.624,37.663,Bridalveil Creek - Yosemite National Park,NP,209.372.0200, , ,110,7034,NH 35ft FT DW NR ,CA,,,,,
-121.437,40.73,Bridge,NF,530.336.5521/530.257.2151, , ,28,3891,NH DP 22ft VT DW NS NR ,CA,3.8,N ,Old Station,,
-122.915,40.873,Bridge Camp,NF,530.275.1587/530.226.2500, , ,13,2730,NH ND 20ft VT DW NS NR ,CA,9.9,N,Weaverville,,
-123.113,41.65,Bridge Flat,NF,530.468.5351/530.842.6131, ,river swimming,4,2250,NH ND VT NW NS NR ,CA,14.4,W,Ft. Jones,,
-119.849,38.353,Brightman,NF,209.965.3434/209.533.3671, , ,32,5748,NH ND 22ft VT DW NS NR ,CA,33.2,NE,Mi-Wuk,,
-118.537,35.103,Brite Lake,CP, , , , ,4402,E DP FT DW SH NR ,CA,5.4,W,Tehachapi,,
-118.396,37.346,Browns Town,CP,760.873.8522, , , ,4144,E FT DW SH ,CA,1.2,S ,Bishop,,
-118.396,37.346,Browns Town CG (Concession),CP,760-873-8522, , ,150, ,E FT DW SH RS ,CA,,,Bishop,,
-119.06,37.009,Buck Meadow,NF,559.855.5355/559.297.0706, , ,9,6864,NH ND 22ft VT NW NS NR ,CA,15.7,SE,Shaver Lake,,
-118.854,36.722,Buck Rock,NF,559.338.2251/559.784.1500, , ,5,7759,NH ND 16ft VT NW NS NR ,CA,,,,,
-119.348,38.237,Buckeye,NF,760.932.7070/775.331.6444, , ,71,6959,NH ND 45ft VT DW NS NR ,CA,6.5,W,Bridgeport,,
-118.764,36.521,Buckeye Flat - Sequoia National Park,NP,559.565.3341, ,Tent only,28,2917,NH ND FT DW NS NR ,CA,9.7,NE,Three Rivers,,
-117.913,34.346,Buckhorn,NF,818.899.1900/626.574.1613, ,may be closed-check first,38,6476,NH ND 18ft VT DW NS NR ,CA,19,NE,La Canada,,
-122.362,39.811,Buckhorn Rec Area,COE,530.865.4781,all year, , , ,NH DP DW SH RS L$ ,CA,9.8,NW,Orland,,
-119.261,35.229,Buena Vista Aquatic Rec Area,CP,661.868.7000, , , , ,E DP DW SH ,CA,16.9,SW,Bakersfield,,
-121.13,39.452,Bullards Lakeshore,NF,530.288.3231/530.265.4531, ,no failities,60,2162,NH ND NT NW NS NR ,CA,4.3,W,Camptonville,,
-121.573,41.554,Bullseye Lake,NF,530.667.2246/530.233.5811,mid may-mid oct, ,7,6798,NH ND 22ft VT NW NS NR N$ ,CA,35.9,NE,McCloud,,
-123.909,40.309,Burlington - Humboldt Redwoods State Park,SP,707.946.1811, , ,57, ,NH ND 33ft FT DW SH RS ,CA,1.1,SE,Weott,,
-123.482,40.828,Burnt Ranch,NF,530.623.2121/530.226.2500, , ,16, ,NH ND 25ft VT DW NS NR L$ ,CA,,,,,
-116.421,32.861,Burnt Rancheria,NF,619.445.6235/626.574.1613,mid apr-mid oct, ,109,5928,NH ND 50ft FT DW SH RS PA ,CA,6.9,NE,Pine Valley,,
-123.166,39.23,Bushay,COE,707.467.4200,early may-late aug, , , ,NH DP SH RS PA ,CA,6,N,Ukiah,,
-122.817,40.854,Bushytail,NF,530.275.1587/530.226.2500,mid may-late oct, ,25,2756,E ND DW SH RS ,CA,10.8,SW,Trinity Center,,
-122.326,37.232,Butano State Park,SP,650.879.2040,mid may-late dec, ,39, ,NH ND 24ft FT DW NS RS ,CA,3.5,SE,Pescadero,,
-121.297,40.611,Butte Creek,NF,530.257.4188/530.257.2151, , ,10,5676,NH 22ft VT NW NR ,CA,,,,,
-121.304,40.564,Butte Lake - Lassen Volcanic National Park,NP,530.595.6121,early jun-mid oct, ,101,6158,NH ND 45ft FTVT DW NS RS PA ,CA,10.1,SE,Old Station,,
-121.559,40.078,Butte Meadows,NF,530.258.2141/530.257.2151, , ,13,4364,NH ND 30ft VT DW NS NR ,CA,23.4,SW,Chester,,
-114.892,32.725,ButtercupÂ Â OHV,BLM,760.337.4400, ,paved road- toilets- dumpsters, , ,NH ND VT NW NS N$ ,CA,15,W,Winterhaven,,
-119.23,34.869,Caballo,NF,661.245.3731/805.961.5778, , ,5,5948,NH ND 16ft PT NW NS NR ,CA,16.3,SE,Maricopa,,
-117.7,34.333,Cabin Flat,NF,661.296.9710/626.574.1613, ,Tent only,11,5899,NH ND 16ft VT NW NS NR ,CA,3.2,S ,Big Pines,,
-122.319,38.916,Cache Creek Canyon County Park,CP,530.666.8115, , ,45, ,NH DP NS ,CA,33.7,NW,Woodland,,
-119.913,34.698,Cachuma,NF,805.967.3481/805.961.5778, , ,6,2159,NH ND VT NW NS NR L$ ,CA,11.1,NE,Santa Ynez,,
-121.434,38.595,Cal Expo RV Park,CP,916.263.3187, , , , ,E DW SH ,CA,3.4,E,Sacramento,,
-120.988,39.521,Cal Ida,NF,530.288.3231/530.265.4531,mid apr-mid oct, ,19,2408,NH ND VT DW NS RS ,CA,5.8,NE,Camptonville,,
-120.288,38.272,Calaveras Big Trees State Park,SP,209.795.2334,mid may-late dec, ,129,4511,NH ND 30ft FT DW SH RS ,CA,3.6,E,Arnold,,
-116.867,34.941,Calico Ghost Town Regional Park,CP,760.254.2122,all year, ,265,2198,WE DP FT DW SH ,CA,2.9,NW,Yermo,,
-122.696,38.83,Calso - Boggs Mountain Demo Forest,SF,707.928.4378, , ,13,3253,NH ND PT NW NS NR ,CA,,,,,
-120.414,38.88,Camino Cove,NF,530.644.2349/530.622.5061, , ,32,4900,NH ND VT NW NS NR N$ ,CA,12.4,NE,Pollock Pines,,
-118.454,35.81,Camp 3,NF,760.379.5646/559.784.1500,mid may-mid sep, ,52,2861,NH ND 30ft VT DW NS RS ,CA,4.2,NW,Kernville,,
-119.111,36.858,Camp 4 - Yosemite National Park,NF,559.338.2251/559.784.1500, , ,5, ,NH ND 25ft VT NW NS NR N$ ,CA,37.4,E,Fresno,,
-119.123,36.861,Camp 4 1/2,NF,559.338.2251/559.784.1500,all year, ,5, ,NH ND 25ft VT NW NS NR N$ ,CA,36.8,E,Fresno,,
-118.436,35.695,Camp 9,NF,760.379.5646/559.784.1500,all year, ,109,2782,NH DP FTVT DW NS RS ,CA,4.2,S ,Kernville,,
-119.26,34.426,Camp Comfort,CP, , , ,15,1532,WES DP 34ft FT DW SH ,CA,1.8,SW,Ojai,,
-119.306,37.122,Camp Edison,UTIL,559.841.3134, , ,252,5545,E DP FT DW SH ,CA,1.4,NE,Shaver Lake,,
-118.991,37.639,Camp High Sierra,CP,760.934.2368, , , ,8134,E DP DW SH ,CA,1.2,SW,Mammoth Lakes,,
-121.891,37.707,Camp Parks Military,MIL, , ,military only - do not use our lat/lon - contact them for directions and info, , ,NH ND NS RS ,CA,2.5,E,Dublin,,
-120.043,38.936,Camp Richardson Complex,NF,530.543.2600/530.543.2600, ,4 campgrounds,320,6250,NH ND NS NR ,CA,3.6,W,South Lake Tahoe,,
-120.719,35.777,Camp Roberts Military,MIL,805.238.8312, ,military only - do not use our lat/lon - contact them for directions and info, , ,RS ,CA,2.2,NW,San Miguel,,
-120.738,35.323,Camp San Luis Obispo RV Military,MIL,805.594.6500, ,military only - do not use our lat/lon - contact them for directions and info, , ,RS ,CA,5.2,NW,San Luis Obispo,,
-120.065,38.934,Camp Shelley,CP, , , , ,6268,NH ND 24ft FT DW SH RS ,CA,4.7,W,South Lake Tah,,
-119.975,38.942,Campground by the Lake,CP,530) 542-6096, , ,170,6306,E DP 40ft FT DW SH ,CA,,,South Lake Tahoe,,
-119.204,34.833,Campo Alto,NF,661.245.3731/805.961.5778, , ,15,8261,NH ND 22ft VT NW NS NR L$ ,CA,14.7,N,Pine Mountain,,
-120.58,39.438,Canyon Creek,NF,530.288.3231/530.265.4531, , ,20,6010,NH VT NW NR ,CA,,,,,
-118.666,36.788,Canyon View - Sequoia and Kings Canyon National Park,NP,559.565.3341, , ,37,4715,NH DP FT DW SH NR ,CA,0.3,SE,Cedar Grove,,
-120.054,38.706,Caples Lake,NF,209.295.4251/530.622.5061,mid jun-mid oct, ,34,7759,NH ND 40ft VT DW NS NR ,CA,4,NE,Kit Carson,,
-120.406,38.651,Capps Crossing,NF,530.644.2324/530.622.5061,mid may-mid sep, ,11,5121,NH ND VT DW NS RS ,CA,12.3,SE,Pollock Pines,,
-121,39.52,Carlton Flat,NF,530.288.3231/530.265.4531,mid apr-mid oct, ,26,2297,NH ND 16ft VT DW NS RS ,CA,9.6,W,Downieville,,
-121.529,37.628,Carnegie State Vehicle Rec Area,SP,925.447.9027, ,off road vehicle area,23, ,NH ND FT DW NS NR L$ ,CA,9.6,SW,Tracy,,
-119.521,34.392,Carpinteria State Beach,SB,805.968.1033,all year,pay showers - quarters,216, ,WES DP 35ft FT DW SH RS ,CA,0.5,S ,Carpinteria,,
-120.64,39.401,Carr Lake,NF,530.288.3231/530.265.4531, , ,12,6693,NH ND NS NR ,CA,22.3,NE,Nevada City,,
-119.97,38.28,Cascade Creek,NF,209.965.3434/209.533.3671, , ,14,6115,NH ND 22ft VT NW NS NR L$ ,CA,25.2,NE,Mi-Wuk,,
-117.557,33.54,Caspers Wilderness County Park,CP, , ,3 campgrounds,50, ,NH DP FT DW SH ,CA,6.6,NE,San Juan Capistrano,,
-117.557,33.54,Caspers Wilderness Park,CP,949.923.2211, , , , ,,CA,8.7,S ,Trabuco Canyon,,
-117.557,33.54,Caspers Wilderness Park,CP, , , , , ,NH DP ,CA,6.6,NE,San Juan Capis,,
-118.606,34.506,Castaic Lake,CP,661.257.4050, ,Few facilities - is on Castaic Lagoon - call for reserv,60, ,NH DP RS ,CA,8,N,Santa Clarita,,
-122.318,41.15,Castle Crags State Park,SP,530.235.2684,mid may-late dec, ,64,3993,NH ND 27ft FT DW SH RS ,CA,0.8,N,Castella,,
-122.379,41.236,Castle Lake,NF,530.926.4511/530.226.2500, , ,6,5325,NH ND 16ft VT NW NS NR ,CA,15.4,SW,Mt.Shasta,,
-121.183,37.7,Caswell Memorial State Park,SP,209.599.3810,all year, ,65, ,NH ND 24ft FT DW SH RS ,CA,3.8,SW,Ripon,,
-119.182,37.251,Catavee,NF,559.855.5355/559.297.0706,early jun-late aug, ,30,7064,NH ND 42ft FT DW NS RS PA ,CA,0.4,W,Lakeshore,,
-121.94,41.259,Cattle Camp,NF,530.926.4511/530.226.2500, , ,27,3714,NH ND 32ft VT DW NS NR ,CA,10.4,E,McCloud,,
-119.144,37.935,Cattleguard,NF,760.647.3045/760.873.2400, , ,15,7267,30ft NR ,CA,2,SW,Lee Vining,,
-121.423,40.685,Cave,NF,530.336.5521/530.257.2151, , ,45,4373,NH ND 25ft VT NW NS NR ,CA,0.8,NE,Old Station,,
-120.204,41.979,Cave Lake,NF,530.279.6116/530.233.5811,mid jul-mid oct, ,3,6831,NH ND VT NW NS NR N$ ,CA,4.9,E,New Pine Creek,,
-122.699,39.264,Cedar Camp,NF,530.934.1250/530.934.3316, , ,6,4324,NH ND VT NW NS NR ,CA,11.2,SW,Stonyford,,
-118.582,35.749,Cedar Creek,NF,760.379.5646/559.784.1500,mid may-mid oct,No RVs,11,4918,NH ND VT DW NS NR ,CA,7.7,W,Wofford Heights,,
-120.294,41.56,Cedar Pass,NF,530.279.6116/530.233.5811, , ,7,5932,NH ND 17ft VT NW NS NR N$ ,CA,6.6,W,Cedarville,,
-115.176,32.975,Cement Flats - Imperial Sand Dunes OHV,BLM,760.337.4400, ,few facil-gravel surface- toilet, , ,NH ND VT NW NS NR N$ ,CA,20.5,E,Brawley,,
-119.72,38.632,Centerville Flat,NF,775.882.2766/775.331.6444, , ,20,5873,NH ND NS NR N$ ,CA,,,,,
-120.741,35.424,Cerro Alto,NF,805.925.9538/805.961.5778,all year, ,22, ,NH ND 25ft VT DW NS RS PA ,CA,6,SW,Atascadero,,
-120.516,37.982,Chamise - Tuttletown Area - New Melones Lake,BOR,209.536.9094, ,mostly walk in sites,36, ,NH DP FT DW SH RS ,CA,,,Columbia,,
-119.221,34.162,Channel Islands Coast Guard Military,MIL,805.861.0785, ,military only - do not use our lat/lon - contact them for directions and info, , ,RS ,CA,3.5,SW,Oxnard,,
-122.288,38.625,Chaparral Cove - Lake Berryessa - USBR,BOR,707.966.9088, , , , ,,CA,22.6,N ,Napa,,
-120.543,39.631,Chapman Creek,NF,530.288.3231/530.265.4531,early jun-mid oct, ,27,5925,NH ND 25ft VT DW NS RS ,CA,6.6,NE,Sierra City,,
-123.184,39.206,Chekaka,COE,707.467.4200,early may-late dec, , , ,NH ND NS RS PA ,CA,4.1,N,Ukiah,,
-121.497,40.103,Cherry Hill,NF,530.258.2141/530.257.2151, , ,26,4816,NH ND 30ft VT DW NS NR ,CA,19.8,SW,Chester,,
-119.915,37.987,Cherry Valley,NF,209.962.7825/209.533.3671, , ,45,4941,NH ND 22ft VT DW NS NR ,CA,20,NE,Groveland,,
-118.462,35.824,Chico Flat,NF,760.379.5646/559.784.1500, ,dispersed,35,2933,NH ND PT NW NS NR N$ ,CA,5.2,NW,Kernville,,
-118.016,34.321,Chilao,NF,818.899.1900/626.574.1613,mid apr-mid sep, ,111,5351,NH ND 36ft VT DW NS NR L$ ,CA,13.2,NE,La Canada,,
-120.166,39.866,Chilcoot Family .,NF,530.836.2575/530.283.2050,mid may-late sep, ,40,5151,NH ND 45ft FT DW NS RS ,CA,4.9,N ,Chilcoot,,
-119.539,37.37,Chilkoot,NF,559.877.2218/559.297.0706,mid may-late sep, ,14,4783,NH ND 33ft VT NW NS RS ,CA,6.7,NE,Oakhurst,,
-120.538,38.734,Chimney  - Sly Park Recreation Area,CP,530.644.2545, , , ,3489,NH ND VT DW NS RS ,CA,3.2,SE,Pollock Pines,,
-118.043,35.839,Chimney Creek,BLM,661.391 6000, ,unknown facil,36,5719,NH ND 25ft NS NR N$ ,CA,18.5,NW,Inyokern,,
-122.48,38.002,China Camp State Park,SP,415.456.0766,all year,long walk to sites, , ,NH ND SH RS ,CA,3.4,NE,San Rafael,,
-120.268,38.754,China Flat,NF,530.644.2324/530.622.5061,mid may-mid sep, ,19,4711,NH ND 40ft VT DW NS NR ,CA,2.1,SE,Kyburz,,
-117.824,33.92,Chino Hills - State Park,SP,951.780.6222, , ,20, ,NH ND 28ft FT DW SH NR ,CA,7.1,SW,Chino Hills,,
-119.363,36.822,Choinumni,CP,559.488.3004, , ,36, ,NH DP FT DW NS L$ ,CA,1.3,NE,Piedra,,
-119.456,38.394,Chris Flat,NF,760.932.7070/775.331.6444, , ,15,6847,NH ND 35ft VT DW NS NR ,CA,8.4,S ,Walker,,
-120.836,40.568,Christie,NF,530.257.4188/530.257.2151,mid may-late aug, ,69,5161,NH ND 35ft FT DW NS RS PA ,CA,14.2,NW,Susanville,,
-119.001,34.785,Chuchupate,NF,661.245.3731/805.961.5778, , ,30,6276,NH ND 42ft VT DW NS NR L$ ,CA,4.1,SW,Frazier Park,,
-119.123,34.813,Chula Vista,NF,661.245.3731/805.961.5778, , ,12,8320,NH ND VT NW NS NR ,CA,10.1,W,Frazier Park,,
-116.447,32.777,Cibbets Flat,NF,619.445.6235/626.574.1613, , ,25,4167,NH ND 27ft VT DW NS NR ,CA,5.7,SE,Pine Valley,,
-124.115,41,Clam Beach County Park,CP, ,all year, ,18, ,NH ND VT NW NS ,CA,9.4,N ,Arcata,,
-119.8,38.396,Clark Fork,NF,209.965.3434/209.533.3671, , ,88,6171,NH DP 40ft FTVT DW SH NR ,CA,37.2,NE,Mi-Wuk,,
-122.812,40.857,Clark Springs,NF,530.275.1587/530.226.2500, , ,20,2379,NH ND 25ft DW NS NR ,CA,10.5,SW,Trinity Center,,
-122.586,40.931,Clear Creek,NF,530.275.1587/530.226.2500, , ,7,3468,NH ND 22ft VT NW NS NR ,CA,10.9,W,Lakehead,,
-122.814,39.008,Clear Lake State Park,SP,707.279.4293,all year, ,149, ,NH DP 35ft FT DW SH RS ,CA,2.5,NE,Kelseyville,,
-124.204,41.971,Clifford Kamph Co Park,CP,707.464.7230, ,tent only,9, ,NH ND NS ,CA,4.2,NW,Smith River,,
-119.28,37.529,Clover Meadow,NF,559.877.2218/559.297.0706, , ,7,7064,NH ND 16ft VT DW NS NR N$ ,CA,,,,,
-123.024,38.804,Cloverdale Citrus Fair,CP,707.894.3992, , , , ,E DP DW SH ,CA,0.4,W,Cloverdale,,
-120.623,35.108,Coastal Dunes RV Park,CP,805.781.4900, , ,232, ,WES DW SH ,CA,0.9,NW,Oceano,,
-119.962,37.214,Codorniz Rec Area,COE,559.689.3255,all year, ,62, ,WES DP FT DW SH RS PA ,CA,17.6,E,Chowchilla,,
-118.743,36.152,Coffee Camp,NF, , ,little info, ,2516,NH ND NS ,CA,4.4,E,Springville,,
-120.315,39.543,Cold Creek,NF,530.994.3401/530.265.4531,mid apr-mid oct, ,11,5761,NH ND 20ft VT DW NS RS ,CA,4.3,SE,Sierraville,,
-118.611,36.452,Cold Springs - Sequoia National Park,NP,559.565.3341, , , ,7546,VT DW NR ,CA,16.4,E,Three Rivers,,
-117.84,34.291,Coldbrook,NF,626.335.1251/626.574.1613, ,mud slides - may be closed - check!,20,3323,NH ND 22ft VT NW NS NR L$ ,CA,,,,,
-118.999,37.597,Coldwater,NF,760.924.5500/760.873.2400,early jun-late sep, ,75,9058,NH ND 35ft FT DW NS RS PA ,CA,3.8,SW,ammoth Lakes,,
-119.17,37.252,College,NF,559.855.5355/559.297.0706,early jun-late aug, ,12,7014,NH ND 27ft FTVT DW NS RS PA ,CA,0.3,E,Lakeshore,,
-119.386,35.868,Colonel Allensworth State Historic Park,SP,661.849.3433,all year, ,15, ,NH DP 35ft FT DW SH RS ,CA,6.4,W,Earlimart,,
-120.17,34.94,Colson,NF,805.925.9538/805.961.5778, , ,5,2011,NW NR L$ ,CA,15.1,E,Santa Maria,,
-122.015,39.218,Colusa - Sacramento River State Rec Area,SRA,530.458.4927,mid may-late dec, ,14, ,NH DP 27ft FT DW SH RS ,CA,0.4,NW,Colusa,,
-122.018,39.205,Colusa County Fairgrounds,CP,530.458.2641, , ,38, ,E DP DW SH ,CA,0.8,SW,Colusa,,
-120.368,40.047,Conklin Park Family .,NF,530.836.2575/530.283.2050, , ,9,5955,NH ND 22ft VT NW NS NR N$ ,CA,17.2,N,Portola,,
-121.821,38.011,Contra Costa County Fair RV Park,CP,925.757.4400,all year, ,24, ,E ND DW SH ,CA,0.9,NW,Antioch,,
-118.831,36.818,Convict Flat,NF,559.338.2251/559.784.1500, , ,5,3153,NR ,CA,,,,,
-118.849,37.597,Convict Lake,NF,760.924.5500/760.873.2400,early may-late oct, ,86,7569,NH DP 40ft FT DW NS RS ,CA,7.7,SE,Mammoth Lakes,,
-121.166,40.145,Cool Springs,UTIL, , , ,33,4180,NH ND NS ,CA,5,S ,Almanor,,
-114.903,33.448,Coon Hollow,BLM, , , , , ,NH ND 35ft VT NW NS NR ,CA,,,,,
-122.804,40.746,Cooper Gulch,NF,530.275.1587/530.226.2500, , ,6,1906,NH ND 16ft NW NS NR ,CA,3.2,N,Lewiston,,
-115.326,33.626,Corn Springs,BLM,760.251.4800,all year, ,9,1611,NH VT DW NR L$ ,CA,5.1,E,Corn Springs,,
-116.573,32.711,Corral Canyon,NF,619.445.6235/626.574.1613, , ,20,3451,NH ND VT NW NS NR L$ ,CA,8,S ,Pine Valley,,
-115.888,33.474,Corvina Beach  - Salton Sea State Rec Area,SRA,760.393.3052,early jun-late dec, , , ,DW RS L$ ,CA,,,,,
-116.309,32.777,Cottonwood,BLM, , , ,29,4111,VT DW NR ,CA,8.1,N ,Boulevard,,
-118.503,34.639,Cottonwood,NF,661.296.9710/626.574.1613, , ,22,2746,NH ND 22ft VT NW NS NR L$ ,CA,3.8,SW,Lake Hughes,,
-120.317,39.549,Cottonwood,NF,530.994.3401/530.265.4531, , ,48,5663,NH ND 25ft VT DW NS NR ,CA,3.9,SE,Sierraville,,
-115.825,33.748,Cottonwood - Joshua Tree National Park,NP,760.367.5500, , ,62,3104,NH ND 35ft FT DW SH NR N$ ,CA,22.5,E,Indio,,
-121.061,41.431,Cottonwood Flat,NF,530.667.2246/530.233.5811, , ,5,4793,NH ND 16ft VT NW NS NR ,CA,9.9,W,Canby,,
-120.209,39.891,Cottonwood Springs Family .,NF,530.836.2575/530.283.2050,mid apr-mid sep, ,20,5696,NH DP 50ft FT DW NS NR ,CA,7.4,NW,Chilcoot,,
-123.05,39.056,Cow Mountain Rec Area,BLM,707.468.4000, ,narrow roads - no RVs - desert terrain- 5 areas, ,3025,NH ND VT NW NS NR N$ ,CA,10.7,SE,Ukiah,,
